tweet,stemming
"['rmol', 'id', 'nila', 'setitik', 'mmg', 'udh', 'percumalaporpolisi']",rmol id nila titik mmg udh percumalaporpolisi
"['cnnindonesia', 'percumalaporpolisi', 'ujung', 'nya', 'ditanyain', 'data']",cnnindonesia percumalaporpolisi ujung nya ditanyain data
"['the', 'other', 'week', 'many', 'indonesians', 'turned', 'tag', 'percumalaporpolisi', 'useless', 'to', 'report', 'to', 'police', 'to', 'voice', 'their', 'disappointment', 'cop', 'came', 'w', 'tag', 'polritegashumanis', 'police', 'firm', 'amp', 'humane', 'to', 'counter', 'it', 'but', 'then', 'indonesians', 'use', 'the', 'tag', 'to', 'show', 'videos', 'of', 'police', 'violence', 'love', 'my', 'people']",the other week many indonesians turned tag percumalaporpolisi useless to report to police to voice their disappointment cop came w tag polritegashumanis police firm amp humane to counter it but then indonesians use the tag to show videos of police violence love my people
"['sahih', 'ya', 'percumalaporpolisi']",sahih ya percumalaporpolisi
"['emang', 'nih', 'sih', 'bikin', 'tagar', 'percumalaporpolisi', 'polisi', 'sepenuh', 'hati', 'bersih', 'korupsi', 'berhenti', 'tuntas', 'emang', 'nih', 'rakyat', 'suka', 'bikin', 'gaduh', 'bayar', 'pajak', 'bayar', 'dikit', 'protes', 'mulu']",emang nih sih bikin tagar percumalaporpolisi polisi sepenuh hati bersih korupsi henti tuntas emang nih rakyat suka bikin gaduh bayar pajak bayar dikit protes mulu
['percumalaporpolisi'],percumalaporpolisi
"['ilhambala', 'aneukubit', 'percumalaporpolisi', 'percumalaporpolisi']",ilhambala aneukubit percumalaporpolisi percumalaporpolisi
"['kompascom', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi']",kompascom percumalaporpolisi percumalaporpolisi percumalaporpolisi
"['farhanassegaf', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi']",farhanassegaf percumalaporpolisi percumalaporpolisi percumalaporpolisi
"['percumalaporpolisi', 'eh', 'pipip', 'calon', 'mantu', 'blok']",percumalaporpolisi eh pipip calon mantu blok
"['auliaaherdiana', 'gue', 'kehilangan', 'motor', 'gue', 'lapor', 'polsek', 'aparat', 'motor', 'lu', 'gak', 'kau', 'jual', 'berjudi', 'gak', 'keparat', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi']",auliaaherdiana gue hilang motor gue lapor polsek aparat motor lu gak kau jual judi gak keparat percumalaporpolisi percumalaporpolisi percumalaporpolisi
"['percumalaporpolisi', 'bingung', 'polisi', 'satpam']",percumalaporpolisi bingung polisi satpam
['percumalaporpolisi'],percumalaporpolisi
"['remotivi', 'percumalaporpolisi', 'percumalaporpolisi', 'werrr']",remotivi percumalaporpolisi percumalaporpolisi werrr
"['pembunuhan', 'lokasi', 'sukawangi', 'kab', 'bekasi', 'sdh', 'kaga', 'kabar', 'berita', 'keluarga', 'korban', 'misqueen', 'percumalaporpolisi', 'hilang', 'kambing', 'pas', 'laporan', 'hilang', 'sapi']",bunuh lokasi sukawangi kab bekas sdh kaga kabar berita keluarga korban misqueen percumalaporpolisi hilang kambing pas lapor hilang sapi
"['hot', 'fuzz', 'film', 'gw', 'menggambarkan', 'percumalaporpolisi', 'terlepas', 'motif', 'si', 'bosnya', 'liat', 'emang', 'budaya', 'malas', 'ngusut', 'kepolisian', 'https', 't', 'co', 'dmgoooxut']",hot fuzz film gw gambar percumalaporpolisi lepas motif si bos liat emang budaya malas ngusut polisi https t co dmgoooxut
"['hahahaha', 'polisi', 'nggak', 'kalah', 'membalas', 'tagar', 'percumalaporpolisi', 'https', 't', 'co', 'onxn', 'ydrhe']",hahahaha polisi nggak kalah balas tagar percumalaporpolisi https t co onxn ydrhe
"['trenggalek', 'uang', 'tangani', 'uang', 'diammi', 'polrisesuaiprosedur', 'percumalaporpolisi']",trenggalek uang tangan uang diammi polrisesuaiprosedur percumalaporpolisi
"['oubichette', 'mon', 'maaf', 'polrisesuaiprosedur', 'polritegashumanis', 'tetep', 'percumalaporpolisi']",oubichette mon maaf polrisesuaiprosedur polritegashumanis tetep percumalaporpolisi
"['buzzer', 'aparat', 'menindak', 'zs', 'amp', 'pasar', 'muamalah', 'kepolisian', 'memproses', 'uniknya', 'laporan', 'penangkapan', 'penggeledahan', 'amp', 'penyitaan', 'pd', 'tanggal', 'yg', 'bandingkan', 'dg', 'percumalaporpolisi']",buzzer aparat tindak zs amp pasar muamalah polisi proses unik lapor tangkap geledah amp sita pd tanggal yg banding dg percumalaporpolisi
"['oposisicerdas', 'percumalaporpolisi']",oposisicerdas percumalaporpolisi
"['baca', 'quotes', 'twit', 'percumalaporpolisi']",baca quotes twit percumalaporpolisi
"['humaspoldajatim', 'emang', 'udah', 'sesuai', 'prosedur', 'polisi', 'intinya', 'indonesia', 'butuh', 'polisi', 'polisi', 'berguna', 'prosedurnya', 'percumalaporpolisi', 'polisisesuaiprosedur']",humaspoldajatim emang udah sesuai prosedur polisi inti indonesia butuh polisi polisi guna prosedur percumalaporpolisi polisisesuaiprosedur
"['m', 'nusaputra', 'tagar', 'percumalaporpolisi', 'ga', 'cm', 'berisi', 'tp', 'ribuan', 'testimoni', 'uneg', 'rakyat', 'ttg', 'kinerja', 'institusi', 'klo', 'konter', 'dgn', 'tagar', 'polisisesuaiprosedur', 'ya', 'istilahnya', 'kalah', 'bertanding', 'ayo', 'putus', 'asa', 'janga']",m nusaputra tagar percumalaporpolisi ga cm isi tp ribu testimoni uneg rakyat ttg kerja institusi klo konter dgn tagar polisisesuaiprosedur ya istilah kalah tanding ayo putus asa janga
"['m', 'nusaputra', 'kalah', 'dahsyat', 'tagar', 'percumalaporpolisi', 'kali', 'lipat', 'nya', 'tagar', 'kepolisian', 'jml', 'polisi', 'byk', 'bgt']",m nusaputra kalah dahsyat tagar percumalaporpolisi kali lipat nya tagar polisi jml polisi byk bgt
"['minyak', 'subsidi', 'jatah', 'nelayan', 'panai', 'hilir', 'ditahan', 'kepolisian', 'labuhan', 'batu', 'proses', 'lanjutan', 'apapun', 'nelayan', 'panai', 'hilir', 'sekrng', 'mendapati', 'minyak', 'yg', 'harganya', 'percumalaporpolisi']",minyak subsidi jatah nelayan panai hilir tahan polisi labuh batu proses lanjut apa nelayan panai hilir sekrng dapat minyak yg harga percumalaporpolisi
"['vivacoid', 'ya', 'sebar', 'identitas', 'korban', 'sebar', 'hasil', 'visum', 'tetep', 'aja', 'masyarakat', 'udah', 'paham', 'viral', 'percumalaporpolisi']",vivacoid ya sebar identitas korban sebar hasil visum tetep aja masyarakat udah paham viral percumalaporpolisi
"['percumalaporpolisi', 'alm', 'mama', 'kena', 'hipnotis', 'kehilangan', 'uang', 'belasan', 'juta', 'lapor', 'polisi', 'uang', 'jutaan', 'pancingan', 'gue', 'papa', 'langsung', 'alm', 'mama', 'ikhlasin', 'uangnya']",percumalaporpolisi alm mama kena hipnotis hilang uang bas juta lapor polisi uang juta pancing gue papa langsung alm mama ikhlasin uang
"['liadhamayanti', 'geloraco', 'klo', 'udh', 'masuk', 'lingkaran', 'kekx', 'kudu', 'pinter', 'bikin', 'janji', 'palsu', 'b', 'gono', 'yaa', 'percumalaporpolisi']",liadhamayanti geloraco klo udh masuk lingkar kekx kudu pinter bikin janji palsu b gono yaa percumalaporpolisi
"['ambarwatirexy', 'tinylittledust', 'percumalaporpolisi', 'kayaknya', 'ilang', 'berubah', 'udah', 'bosen', 'gaada', 'perubahan']",ambarwatirexy tinylittledust percumalaporpolisi kayak ilang ubah udah bosen gaada ubah
"['wkwkwk', 'iya', 'iya', 'percumalaporpolisi']",wkwkwk iya iya percumalaporpolisi
"['rmol', 'id', 'etitik', 'setitik', 'sebelangga', 'percumalaporpolisi']",rmol id etitik titik bangga percumalaporpolisi
"['geloraco', 'percumalaporpolisi']",geloraco percumalaporpolisi
"['ko', 'w', 'percumalaporpolisi', 'https', 't', 'co', 'van', 'cnssso']",ko w percumalaporpolisi https t co van cnssso
"['ambarwatirexy', 'mari', 'gaungkan', 'percumalaporpolisi']",ambarwatirexy mari gaung percumalaporpolisi
"['yaa', 'sibuk', 'ngurusin', 'buzzer', 'mulu', 'demo', 'mahasiswa', 'gedung', 'dpr', 'ri', 'tangkap', 'amp', 'pukulin', 'udah', 'laporin', 'propam', 'ga', 'hasil', 'udeh', 'nih', 'cuy', 'percumalaporpolisi']",yaa sibuk ngurusin buzzer mulu demo mahasiswa gedung dpr ri tangkap amp pukulin udah laporin propam ga hasil udeh nih cuy percumalaporpolisi
"['polisi', 'tugasmu', 'menangkap', 'pemerkosa', 'membungkam', 'media', 'percumalaporpolisi', 'https', 't', 'co', 'van', 'cnssso']",polisi tugas tangkap perkosa bungkam media percumalaporpolisi https t co van cnssso
"['polisi', 'memperkeruh', 'suasana', 'so', 'percumalaporpolisi', 'is', 'so', 'damn', 'right']",polisi keruh suasana so percumalaporpolisi is so damn right
"['geloraco', 'percumalaporpolisi', 'percumalaporpolisi']",geloraco percumalaporpolisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['m', 'nusaputra', 'nagar', 'aja', 'deh', 'percumalaporpolisi', 'percumalaporpolisi']",m nusaputra nagar aja deh percumalaporpolisi percumalaporpolisi
"['mahasiswa', 'demo', 'rkuhp', 'salah', 'mahasiswa', 'unkris', 'aniaya', 'polisi', 'udah', 'dilaporin', 'tindakan', 'sampe', 'percumalaporpolisi', 'percumalapor']",mahasiswa demo rkuhp salah mahasiswa unkris aniaya polisi udah dilaporin tindak sampe percumalaporpolisi percumalapor
"['percumalaporpolisi', 'orang', 'gadget', 'bokap', 'gue', 'dimaling', 'rs', 'gamau', 'usut', 'udah', 'dapet', 'pinpoint', 'dimana', 'gadget', 'gamau', 'bolak', 'alesan', 'ujungnya', 'duit', 'mending', 'ikhlas', 'aja']",percumalaporpolisi orang gadget bokap gue maling rs gamau usut udah dapet pinpoint mana gadget gamau bolak alesan ujung duit mending ikhlas aja
"['geloraco', 'percumalaporpolisi']",geloraco percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['rayestu', 'ayo', 'sharing', 'yg', 'pengalamannya', 'gitu', 'ga', 'kalo', 'pengalaman', 'kecelakaan', 'tunggal', 'mobil', 'disita', 'bawa', 'pulang', 'nebus', 'ditebus', 'audio', 'mobil', 'ilang', 'hashtag', 'percumalaporpolisi', 'fakta', 'terbantahkan', 'seluru']",rayestu ayo sharing yg alam gitu ga kalo alam celaka tunggal mobil sita bawa pulang nebus tebus audio mobil ilang hashtag percumalaporpolisi fakta bantah seluru
"['siputriwidi', 'nunjukin', 'kalo', 'percumalaporpolisi', 'valid', 'jiahaha']",siputriwidi nunjukin kalo percumalaporpolisi valid jiahaha
"['percumalaporpolisi', 'percumalapor']",percumalaporpolisi percumalapor
"['rmol', 'id', 'percumalaporpolisi', 'suck']",rmol id percumalaporpolisi suck
"['percumalaporpolisi', 'jualan', 'online', 'transaksi', 'ditipu', 'barang', 'sy', 'kirim', 'uang', 'blm', 'sy', 'trima', 'sy', 'mengantongi', 'alamat', 'maling', 'tsb', 'krn', 'transaksi', 'polisi', 'dr', 'tangerang', 'sukoharjo', 'krn', 'masuk', 'wilayah', 'tangerang', 'yahh', 'pokoknya', 'gitu', 'dah']",percumalaporpolisi jual online transaksi tipu barang sy kirim uang blm sy trima sy kantong alamat maling tsb krn transaksi polisi dr tangerang sukoharjo krn masuk wilayah tangerang yahh pokok gitu dah
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['rakyat', 'tau', 'merusak', 'generasi', 'bangsa', 'merusak', 'kedaulatan', 'nkri', 'percumalaporpolisi', 'https', 't', 'co', 'cdfldzhfb']",rakyat tau rusak generasi bangsa rusak daulat nkri percumalaporpolisi https t co cdfldzhfb
"['gk', 'kebayang', 'gmn', 'parnonya', 'adek', 'gw', 'yg', 'smpe', 'gemeteran', 'wktu', 'klo', 'pelaku', 'berkeliaran', 'lg', 'udah', 'nyari', 'mangsa', 'lg', 'percumalaporpolisi']",gk bayang gmn parnonya adek gw yg smpe gemeteran wktu klo laku liar lg udah nyari mangsa lg percumalaporpolisi
"['ya', 'keluarga', 'gw', 'duit', 'si', 'visum', 'adek', 'gw', 'aja', 'anak', 'yatim', 'ya', 'jd', 'nya', 'dgn', 'berat', 'hati', 'tersangka', 'gak', 'ditahan', 'tp', 'dimasukin', 'panti', 'sosial', 'aja', 'yg', 'bebas', 'dgn', 'cepat', 'percumalaporpolisi']",ya keluarga gw duit si visum adek gw aja anak yatim ya jd nya dgn berat hati sangka gak tahan tp dimasukin panti sosial aja yg bebas dgn cepat percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tirtoid', 'polisisesuaiprosedur', 'bo', 'ong', 'percumalaporpolisi']",tirtoid polisisesuaiprosedur bo ong percumalaporpolisi
"['pas', 'gw', 'dh', 'ngelapor', 'polisi', 'smpe', 'polisi', 'adek', 'gw', 'd', 'suruh', 'visum', 'pdhl', 'udh', 'tersangka', 'chat', 'bu', 'rt', 'gw', 'klo', 'udh', 'ngelakuin', 'pelecehan', 'percumalaporpolisi']",pas gw dh ngelapor polisi smpe polisi adek gw d suruh visum pdhl udh sangka chat bu rt gw klo udh ngelakuin leceh percumalaporpolisi
"['september', 'ade', 'gw', 'jd', 'korban', 'pelecehan', 'seksual', 'trs', 'gw', 'lapor', 'polisi', 'ya', 'emg', 'si', 'gk', 'smpe', 'pake', 'tp', 'tangannya', 'dh', 'ngeraba', 'payudara', 'sm', 'bokong', 'ade', 'gw', 'digesek', 'pake', 'barangnya', 'percumalaporpolisi']",september ade gw jd korban leceh seksual trs gw lapor polisi ya emg si gk smpe pake tp tangan dh ngeraba payudara sm bokong ade gw gesek pake barang percumalaporpolisi
"['berwajib', 'tinggal', 'pilih', 'diup', 'percumalaporpolisi', 'polrisesuaiprosedur', 'gatau', 'deng', 'kalo', 'udah', 'gini', 'urusan', 'polisi', 'gimana']",wajib tinggal pilih diup percumalaporpolisi polrisesuaiprosedur gatau deng kalo udah gin urus polisi gimana
"['tante', 'gue', 'ketipu', 'juta', 'trus', 'lapor', 'ditanggepin', 'sih', 'laporannya', 'udah', 'kali', 'dipanggil', 'pas', 'gelar', 'perkara', 'polisi', 'uang', 'biar', 'urusannya', 'lancar', 'saking', 'hopelessnya', 'tante', 'gue', 'transfer', 'kali', 'tp', 'ga', 'kejelasan', 'percumalaporpolisi']",tante gue tipu juta trus lapor ditanggepin sih lapor udah kali panggil pas gelar perkara polisi uang biar urus lancar saking hopelessnya tante gue transfer kali tp ga jelas percumalaporpolisi
"['rachflowy', 'gunoto', 'ambarwatirexy', 'kakekhalal', 'divhumas', 'polri', 'mohmahfudmd', 'jokowi', 'percumalaporpolisi', 'real', 'fakta', 'yg', 'negara', 'tercinta', 'kasiaan']",rachflowy gunoto ambarwatirexy kakekhalal divhumas polri mohmahfudmd jokowi percumalaporpolisi real fakta yg negara cinta kasiaan
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['nggak', 'percumalaporpolisi', 'https', 't', 'co', 'kkumflgqqo']",nggak percumalaporpolisi https t co kkumflgqqo
"['menaikkan', 'tagar', 'percumalaporpolisi']",naik tagar percumalaporpolisi
"['usia', 'mengandung', 'mengalami', 'tekanan', 'psikologis', 'melahirkan', 'hidup', 'mati', 'solusinya', 'kehamilan', 'dibiayai', 'dikasih', 'uang', 'uang', 'jawabannya', 'percumalaporpolisi']",usia kandung alami tekan psikologis lahir hidup mati solusi hamil biaya kasih uang uang jawab percumalaporpolisi
"['tagar', 'polritegashumanis', 'trending', 'netizen', 'percumalaporpolisi', 'https', 't', 'co', 'eu', 'mcnwmen']",tagar polritegashumanis trending netizen percumalaporpolisi https t co eu mcnwmen
"['dih', 'percumalaporpolisi']",dih percumalaporpolisi
"['sampe', 'sempet', 'bakar', 'an', 'temen', 'udh', 'gondok', 'damai', 'upaya', 'mediasi', 'yg', 'inisiasi', 'rw', 'sono', 'alhamdulillah', 'kelar', 'musuh', 'berkurang', 'temen', 'nambah', 'kelar', 'percumalaporpolisi']",sampe sempet bakar an temen udh gondok damai upaya mediasi yg inisiasi rw sono alhamdulillah kelar musuh kurang temen nambah kelar percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['ary', 'geloraco', 'janjinya', 'sebwlumnya', 'profesional', 'transparan', 'dll', 'tagar', 'berubah', 'percumalaporpolisi', 'jadilahh', 'janji', 'tinggal', 'janji']",ary geloraco janji sebwlumnya profesional transparan dll tagar ubah percumalaporpolisi jadilahh janji tinggal janji
"['percumalaporpolisi', 'cc', 'fullmoonfolks', 'mardiasih']",percumalaporpolisi cc fullmoonfolks mardiasih
"['kumparan', 'cc', 'dlvhumaspolri', 'andai', 'si', 'kakek', 'biarkan', 'maling', 'mencuri', 'kakek', 'lapor', 'polisi', 'percumalaporpolisi']",kumpar cc dlvhumaspolri andai si kakek biar maling curi kakek lapor polisi percumalaporpolisi
"['m', 'nusaputra', 'lapor', 'lansung', 'anak', 'yg', 'mainan', 'pistol', 'air', 'langsung', 'tanggapi', 'bereskaaannn', 'percumalaporpolisi']",m nusaputra lapor lansung anak yg main pistol air langsung tanggap bereskaaannn percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['gencar', 'ketidak', 'adilan', 'diugukan', 'rakyat', 'pribumi', 'percumalaporpolisi', 'kembalikanuud', 'kenaskahasli', 'usirsemuatkaasengdarinkri', 'https', 't', 'co', 'dbm', 'k', 'pkw']",gencar tidak adil diugukan rakyat pribumi percumalaporpolisi kembalikanuud kenaskahasli usirsemuatkaasengdarinkri https t co dbm k pkw
"['sumpah', 'ya', 'ngga', 'ig', 'ngga', 'tt', 'ngga', 'twt', 'gue', 'liat', 'ketidakadilan', 'korban', 'sakit', 'banget', 'si', 'jujur', 'percumalaporpolisi']",sumpah ya ngga ig ngga tt ngga twt gue liat ketidakadilan korban sakit banget si jujur percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['hahahaha', 'bener', 'percumalaporpolisi']",hahahaha bener percumalaporpolisi
"['ya', 'kinerja', 'polisi', 'berbanding', 'terbalik', 'kalo', 'dibandingin', 'dgn', 'yg', 'reality', 'show', 'memproses', 'kritik', 'pemerintah', 'saksikan', 'matanajwa', 'iya', 'percumalaporpolisi', 'rabu', 'oktober', 'live', 'wib', 'officialtrans']",ya kerja polisi banding balik kalo dibandingin dgn yg reality show proses kritik perintah saksi matanajwa iya percumalaporpolisi rabu oktober live wib officialtrans
['percumalaporpolisi'],percumalaporpolisi
"['arezaldy', 'kontras', 'wahhh', 'dwifungsi', 'abri', 'tuh', 'gini', 'polisi', 'ngerangkap', 'buzzer', 'naikin', 'tagar', 'tandingan', 'dikritik', 'berbenah', 'defens', 'jancuk', 'percumalaporpolisi', 'polisitiduryanghumanis']",arezaldy kontras wahhh dwifungsi abri tuh gin polisi ngerangkap buzzer naikin tagar tanding kritik benah defens jancuk percumalaporpolisi polisitiduryanghumanis
"['percumalaporpolisi', 'bikin', 'skck', 'aja', 'bayar']",percumalaporpolisi bikin skck aja bayar
"['dibaca', 'sampe', 'jg', 'balesannya', 'retweetnya', 'gk', 'yg', 'senada', 'tulisan', 'fakta', 'percumalaporpolisi']",baca sampe jg balesannya retweetnya gk yg nada tulis fakta percumalaporpolisi
"['m', 'nusaputra', 'hehe', 'ilang', 'laptop', 'jaman', 'kuliah', 'serumah', 'laptop', 'hp', 'seingetku', 'paginya', 'lapor', 'dicatet', 'doang', 'ditindak', 'percumalaporpolisi', 'lessonlearned', 'sampe', 'berurusan', 'polisi', 'capek', 'doang']",m nusaputra hehe ilang laptop jaman kuliah rumah laptop hp seingetku pagi lapor dicatet doang tindak percumalaporpolisi lessonlearned sampe urus polisi capek doang
"['m', 'nusaputra', 'wkwkwkwk', 'dikritik', 'tanggap', 'solutif', 'eh', 'defensive', 'duh', 'duh', 'percumalaporpolisi', 'fakta', 'lapangan']",m nusaputra wkwkwkwk kritik tanggap solutif eh defensive duh duh percumalaporpolisi fakta lapang
"['percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['ilhambala', 'percumalaporpolisi']",ilhambala percumalaporpolisi
"['permatadnda', 'udh', 'percumalaporpolisi']",permatadnda udh percumalaporpolisi
"['detikcom', 'percumalaporpolisi', 'andai', 'melapor', 'itupun', 'surat', 'kehilangan', 'kepolisian', 'mempermudah', 'mengurus', 'berkas', 'cerita', 'kasusnya', 'viral', 'ya', 'kali', 'musibah', 'tunggu', 'viral', 'tanyakenapa']",detikcom percumalaporpolisi andai lapor itu surat hilang polisi mudah urus berkas cerita kasus viral ya kali musibah tunggu viral tanyakenapa
"['geloraco', 'percumalaporpolisi', 'tunggu', 'ade', 'armando', 'deny', 'siregar', 'abu', 'janda', 'dll', 'nya']",geloraco percumalaporpolisi tunggu ade armando deny siregar abu janda dll nya
"['gimana', 'percaya', 'isilop', 'nggak', 'setitik', 'sikap', 'empatik', 'yg', 'tunjukkan', 'institusi', 'kencang', 'gaslighting', 'nggak', 'mengakui', 'laporan', 'laporan', 'percumalaporpolisi', 'bikin', 'hashtag', 'tandingan', 'pekan', 'yg', 'traumatis']",gimana percaya isilop nggak titik sikap empatik yg tunjuk institusi kencang gaslighting nggak aku lapor lapor percumalaporpolisi bikin hashtag tanding pekan yg traumatis
"['percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi
